Renda familiar - per capita - média
Sigla;Código;Município;1970;1980;1991;
MG;3143450;Montezuma;;;;
MG;3143500;Morada Nova de Minas;0,42;0,94;0,76;
MG;3143609;Morro da Garça;0,3;0,75;0,43;
MG;3143708;Morro do Pilar;0,28;0,63;0,52;
MG;3143807;Munhoz;0,28;0,73;0,79;
MG;3143906;Muriaé;0,49;1,13;1,04;
MG;3144003;Mutum;0,25;0,58;0,43;
MG;3144102;Muzambinho;0,44;1,21;1;
MG;3144201;Nacip Raydan;0,24;0,41;0,44;
MG;3144300;Nanuque;0,44;0,94;0,8;
MG;3144359;Naque;;;;
MG;3144375;Natalândia;;;;
MG;3144409;Natércia;0,31;0,75;0,67;
MG;3144508;Nazareno;0,33;1;0,52;
MG;3144607;Nepomuceno;0,37;0,96;0,96;
MG;3144656;Ninheira;;;;
MG;3144672;Nova Belém;;;;
MG;3144706;Nova Era;0,58;1,38;1,07;
MG;3144805;Nova Lima;0,56;1,54;1,41;
MG;3144904;Nova Módica;0,26;0,59;0,49;
MG;3145000;Nova Ponte;0,28;1,08;1,28;
MG;3145059;Nova Porteirinha;;;;
MG;3145109;Nova Resende;0,3;0,88;0,95;
MG;3145208;Nova Serrana;0,31;0,89;1,09;
MG;3145307;Novo Cruzeiro;0,17;0,38;0,29;
MG;3145356;Novo Oriente de Minas;;;;
MG;3145372;Novorizonte;;;;
MG;3145406;Olaria;0,25;0,63;0,53;
MG;3145455;Olhos-d'Água;;;;
MG;3145505;Olímpio Noronha;0,36;0,79;0,92;
MG;3145604;Oliveira;0,44;1,13;0,85;
MG;3145703;Oliveira Fortes;0,26;1,01;0,52;
MG;3145802;Onça de Pitangui;0,35;0,72;0,61;
MG;3145851;Oratórios;;;;
MG;3145877;Orizânia;;;;
MG;3145901;Ouro Branco;0,42;1,93;1,4;
MG;3146008;Ouro Fino;0,55;1,39;1,01;
MG;3146107;Ouro Preto;0,57;1,33;1,03;
MG;3146206;Ouro Verde de Minas;0,24;0,4;0,3;
MG;3146255;Padre Carvalho;;;;
MG;3146305;Padre Paraíso;0,33;0,44;0,41;
MG;3146404;Paineiras;0,27;0,73;0,69;
MG;3146503;Pains;0,35;1;0,98;
MG;3146552;Pai Pedro;;;;
MG;3146602;Paiva;0,38;0,65;0,55;
MG;3146701;Palma;0,33;0,9;0,67;
MG;3146750;Palmópolis;;;;
MG;3146909;Papagaios;0,4;0,96;1,08;
MG;3147006;Paracatu;0,36;1,11;0,94;
MG;3147105;Pará de Minas;0,52;1,25;1,12;
MG;3147204;Paraguaçu;0,4;1,11;0,85;
MG;3147303;Paraisópolis;0,38;1,05;0,91;
MG;3147402;Paraopeba;0,38;0,94;0,77;
MG;3147501;Passabém;0,15;0,66;0,42;
MG;3147600;Passa Quatro;0,44;1,09;0,82;
MG;3147709;Passa Tempo;0,27;0,76;0,84;
MG;3147808;Passa-Vinte;0,4;1,37;0,51;
MG;3147907;Passos;0,52;1,38;1,38;
MG;3147956;Patis;;;;
MG;3148004;Patos de Minas;0,41;1,16;1,26;
MG;3148103;Patrocínio;0,39;1,15;1,04;
MG;3148202;Patrocínio do Muriaé;0,33;0,51;0,75;
MG;3148301;Paula Cândido;0,2;0,51;0,46;
MG;3148400;Paulistas;0,17;0,38;0,43;
MG;3148509;Pavão;0,15;0,56;0,44;
MG;3148608;Peçanha;0,16;0,51;0,44;
MG;3148707;Pedra Azul;0,32;1,07;0,51;
MG;3148756;Pedra Bonita;;;;
MG;3148806;Pedra do Anta;0,16;0,39;0,42;
MG;3148905;Pedra do Indaiá;0,21;0,71;0,79;
MG;3149002;Pedra Dourada;0,32;0,39;0,57;
MG;3149101;Pedralva;0,28;0,81;0,75;
MG;3149150;Pedras de Maria da Cruz;;;;
MG;3149200;Pedrinópolis;0,32;1,04;0,8;
MG;3149309;Pedro Leopoldo;0,6;1,4;1,13;
MG;3149408;Pedro Teixeira;0,19;0,49;0,43;
MG;3149507;Pequeri;0,56;0,74;0,97;
MG;3149606;Pequi;0,33;0,88;1,12;
MG;3149705;Perdigão;0,33;0,65;0,83;
MG;3149804;Perdizes;0,33;1,26;1,25;
MG;3149903;Perdões;0,39;0,94;0,83;
MG;3149952;Periquito;;;;
MG;3150000;Pescador;0,23;0,55;0,45;
MG;3150109;Piau;0,47;0,69;0,67;
MG;3150158;Piedade de Caratinga;;;;
MG;3150208;Piedade de Ponte Nova;0,65;0,7;0,69;
MG;3150307;Piedade do Rio Grande;0,28;0,81;0,52;
MG;3150406;Piedade dos Gerais;0,14;0,51;0,45;
MG;3150505;Pimenta;0,26;0,94;0,91;
MG;3150539;Pingo-d'Água;;;;
MG;3150570;Pintópolis;;;;
MG;3150604;Piracema;0,19;0,77;0,44;
MG;3150703;Pirajuba;0,45;0,93;1,21;
MG;3150802;Piranga;0,22;0,41;0,34;
MG;3150901;Piranguçu;0,3;0,6;0,73;
MG;3151008;Piranguinho;0,29;0,77;0,62;
MG;3151107;Pirapetinga;0,38;0,83;0,66;
MG;3151206;Pirapora;0,53;1,14;0,95;
MG;3151305;Piraúba;0,26;0,65;0,59;
MG;3151404;Pitangui;0,45;1;0,92;
MG;3151503;Piumhi;0,43;1,18;1,19;
MG;3151602;Planura;0,84;1,66;1,36;
MG;3151701;Poço Fundo;0,33;0,96;1,03;
MG;3151800;Poços de Caldas;0,91;1,99;1,69;
MG;3151909;Pocrane;0,16;0,44;0,38;
MG;3152006;Pompéu;0,43;1,41;0,87;
MG;3152105;Ponte Nova;0,54;1,26;0,97;
MG;3152131;Ponto Chique;;;;
MG;3152170;Ponto dos Volantes;;;;
MG;3152204;Porteirinha;0,26;0,6;0,37;
MG;3152303;Porto Firme;0,2;0,4;0,41;
MG;3152402;Poté;0,13;0,48;0,34;
MG;3152501;Pouso Alegre;0,66;1,55;1,58;
MG;3152600;Pouso Alto;0,41;0,92;0,78;
MG;3152709;Prados;0,29;0,61;0,52;
MG;3152808;Prata;0,48;1,15;1,07;
MG;3152907;Pratápolis;0,55;1,11;0,86;
MG;3153004;Pratinha;0,25;0,74;1,08;
MG;3153103;Presidente Bernardes;0,15;0,47;0,46;
MG;3153202;Presidente Juscelino;0,24;0,92;0,43;
MG;3153301;Presidente Kubitschek;0,18;0,41;0,44;
MG;3153400;Presidente Olegário;0,28;0,79;0,6;
MG;3153509;Alto Jequitibá;0,31;0,77;0,63;
MG;3153608;Prudente de Morais;0,33;0,77;0,61;
MG;3153707;Quartel Geral;0,27;0,92;0,59;
MG;3153806;Queluzito;0,25;0,66;0,47;
MG;3153905;Raposos;0,43;0,99;0,88;
MG;3154002;Raul Soares;0,24;0,7;0,53;
MG;3154101;Recreio;0,47;0,96;1,25;
MG;3154150;Reduto;;;;
MG;3154200;Resende Costa;0,26;0,96;0,69;
MG;3154309;Resplendor;0,32;0,78;0,65;
MG;3154408;Ressaquinha;0,33;0,72;0,52;
MG;3154457;Riachinho;;;;
MG;3154507;Riacho dos Machados;0,13;0,29;0,36;
MG;3154606;Ribeirão das Neves;0,42;0,83;0,7;
MG;3154705;Ribeirão Vermelho;0,48;1,13;1;
MG;3154804;Rio Acima;0,38;0,81;0,58;
MG;3154903;Rio Casca;0,33;0,83;0,72;
MG;3155009;Rio Doce;0,34;0,55;0,55;
MG;3155108;Rio do Prado;0,21;0,31;0,29;
MG;3155207;Rio Espera;0,19;0,4;0,38;
MG;3155306;Rio Manso;0,18;0,64;0,49;
MG;3155405;Rio Novo;0,34;0,76;0,75;
MG;3155504;Rio Paranaíba;0,34;1,2;0,87;
MG;3155603;Rio Pardo de Minas;0,12;0,32;0,35;
MG;3155702;Rio Piracicaba;0,44;1,12;0,79;
MG;3155801;Rio Pomba;0,45;1,07;0,9;
MG;3155900;Rio Preto;0,35;0,84;0,72;
MG;3156007;Rio Vermelho;0,2;0,41;0,4;
MG;3156106;Ritápolis;0,23;0,7;0,55;
MG;3156205;Rochedo de Minas;0,33;0,72;0,56;
MG;3156304;Rodeiro;0,21;0,75;0,48;
MG;3156403;Romaria;0,33;0,8;0,96;
MG;3156452;Rosário da Limeira;;;;
MG;3156502;Rubelita;0,25;0,35;0,3;
MG;3156601;Rubim;0,27;0,66;0,49;
MG;3156700;Sabará;0,53;1,13;0,94;
MG;3156809;Sabinópolis;0,24;0,58;0,62;
MG;3156908;Sacramento;0,56;1,35;1;
MG;3157005;Salinas;0,24;0,54;0,42;
MG;3157104;Salto da Divisa;0,37;0,75;0,8;
MG;3157203;Santa Bárbara;0,41;1,09;0,8;
MG;3157252;Santa Bárbara do Leste;;;;
MG;3157278;Santa Bárbara do Monte Verde;;;;
MG;3157302;Santa Bárbara do Tugúrio;0,24;0,4;0,43;
MG;3157336;Santa Cruz de Minas;;;;
MG;3157377;Santa Cruz de Salinas;;;;
MG;3157401;Santa Cruz do Escalvado;0,2;0,48;0,33;
MG;3157500;Santa Efigênia de Minas;0,27;0,41;0,36;
MG;3157609;Santa Fé de Minas;0,21;0,5;0,39;
MG;3157658;Santa Helena de Minas;;;;
MG;3157708;Santa Juliana;0,3;2,05;1,24;
MG;3157807;Santa Luzia;0,48;1,06;0,82;
MG;3157906;Santa Margarida;0,25;0,8;0,64;
MG;3158003;Santa Maria de Itabira;0,27;0,74;0,47;
MG;3158102;Santa Maria do Salto;0,48;0,55;0,32;
MG;3158201;Santa Maria do Suaçuí;0,29;0,63;0,66;
MG;3158300;Santana da Vargem;0,27;0,68;0,95;
MG;3158409;Santana de Cataguases;0,18;0,68;0,52;
MG;3158508;Santana de Pirapama;0,2;0,49;0,49;
MG;3158607;Santana do Deserto;0,48;0,83;0,64;
MG;3158706;Santana do Garambéu;0,3;0,41;0,49;
MG;3158805;Santana do Jacaré;0,35;0,81;0,87;
MG;3158904;Santana do Manhuaçu;0,21;0,56;0,52;
MG;3158953;Santana do Paraíso;;;;
MG;3159001;Santana do Riacho;0,28;0,78;0,52;
MG;3159100;Santana dos Montes;0,15;0,68;0,39;
MG;3159209;Santa Rita de Caldas;0,46;0,97;0,81;
MG;3159308;Santa Rita de Jacutinga;0,49;1;0,68;
MG;3159357;Santa Rita de Minas;;;;
MG;3159407;Santa Rita de Ibitipoca;0,32;0,68;0,32;
MG;3159506;Santa Rita do Itueto;0,31;0,89;0,41;
MG;3159605;Santa Rita do Sapucaí;0,51;1,34;1,22;
MG;3159704;Santa Rosa da Serra;0,34;0,74;0,54;
MG;3159803;Santa Vitória;0,34;1,03;0,84;
MG;3159902;Santo Antônio do Amparo;0,3;0,92;0,66;
MG;3160009;Santo Antônio do Aventureiro;0,33;0,96;0,52;
MG;3160108;Santo Antônio do Grama;0,24;0,63;0,55;
MG;3160207;Santo Antônio do Itambé;0,15;0,44;0,28;
MG;3160306;Santo Antônio do Jacinto;0,12;0,43;0,3;
MG;3160405;Santo Antônio do Monte;0,46;1,21;1;
MG;3160454;Santo Antônio do Retiro;;;;
MG;3160504;Santo Antônio do Rio Abaixo;0,19;0,44;0,37;
MG;3160603;Santo Hipólito;0,3;0,72;0,49;
MG;3160702;Santos Dumont;0,52;1,08;0,87;
MG;3160801;São Bento Abade;0,16;0,56;0,62;
MG;3160900;São Brás do Suaçuí;0,26;0,99;0,65;
MG;3160959;São Domingos das Dores;;;;
MG;3161007;São Domingos do Prata;0,25;0,82;0,64;
MG;3161056;São Félix de Minas;;;;
MG;3161106;São Francisco;0,22;0,42;0,36;
MG;3161205;São Francisco de Paula;0,23;0,73;0,43;
MG;3161304;São Francisco de Sales;0,33;1,31;1,04;
MG;3161403;São Francisco do Glória;0,26;0,61;0,57;
MG;3161502;São Geraldo;0,32;0,65;0,5;
MG;3161601;São Geraldo da Piedade;0,27;0,41;0,34;
MG;3161650;São Geraldo do Baixio;;;;
MG;3161700;São Gonçalo do Abaeté;0,25;1;0,64;
MG;3161809;São Gonçalo do Pará;0,32;0,79;0,75;
MG;3161908;São Gonçalo do Rio Abaixo;0,4;0,74;0,7;
MG;3162005;São Gonçalo do Sapucaí;0,46;1,24;0,94;
MG;3162104;São Gotardo;0,45;1,33;1,1;
MG;3162203;São João Batista do Glória;0,31;0,85;1,03;
MG;3162252;São João da Lagoa;;;;
MG;3162302;São João da Mata;0,28;0,93;0,94;
MG;3162401;São João da Ponte;0,18;0,5;0,28;
MG;3162450;São João das Missões;;;;
MG;3162500;São João del Rei;0,58;1,3;1,07;
MG;3162559;São João do Manhuaçu;;;;
MG;3162575;São João do Manteninha;;;;
MG;3162609;São João do Oriente;0,29;0,83;0,57;
MG;3162658;São João do Pacuí;;;;
MG;3162708;São João do Paraíso;0,11;0,43;0,36;
MG;3162807;São João Evangelista;0,3;0,54;0,62;
MG;3162906;São João Nepomuceno;0,46;1,27;0,96;
MG;3162922;São Joaquim de Bicas;;;;
MG;3162948;São José da Barra;;;;
MG;3162955;São José da Lapa;;;;
MG;3163003;São José da Safira;0,19;0,7;0,55;
MG;3163102;São José da Varginha;0,36;0,59;0,89;
MG;3163201;São José do Alegre;0,23;0,69;0,67;
MG;3163300;São José do Divino;0,15;0,54;0,38;
MG;3163409;São José do Goiabal;0,24;0,58;0,56;
MG;3163508;São José do Jacuri;0,15;0,46;0,35;
MG;3163607;São José do Mantimento;0,26;0,45;0,31;
MG;3163706;São Lourenço;0,69;1,41;1,22;
MG;3163805;São Miguel do Anta;0,22;0,65;0,5;
MG;3163904;São Pedro da União;0,4;0,88;0,57;
MG;3164001;São Pedro dos Ferros;0,34;0,67;0,52;
MG;3164100;São Pedro do Suaçuí;0,26;0,5;0,33;
MG;3164209;São Romão;0,25;0,47;0,46;
MG;3164308;São Roque de Minas;0,3;0,84;1,01;
MG;3164407;São Sebastião da Bela Vista;0,44;0,77;1,01;
MG;3164431;São Sebastião da Vargem Alegre;;;;
MG;3164472;São Sebastião do Anta;;;;
MG;3164506;São Sebastião do Maranhão;0,22;0,33;0,32;
MG;3164605;São Sebastião do Oeste;0,2;0,6;0,57;
MG;3164704;São Sebastião do Paraíso;0,6;1,38;1,24;
MG;3164803;São Sebastião do Rio Preto;0,18;0,66;0,2;
MG;3164902;São Sebastião do Rio Verde;0,27;0,68;0,64;
MG;3165008;São Tiago;0,24;0,64;0,6;
MG;3165107;São Tomás de Aquino;0,5;1,19;0,82;
MG;3165206;São Thomé das Letras;0,3;0,83;0,53;
MG;3165305;São Vicente de Minas;0,39;1,3;0,88;
MG;3165404;Sapucaí-Mirim;0,56;0,68;0,65;
MG;3165503;Sardoá;0,37;0,59;0,43;
MG;3165537;Sarzedo;;;;
MG;3165552;Setubinha;;;;
MG;3165560;Sem-Peixe;;;;
MG;3165578;Senador Amaral;;;;
MG;3165602;Senador Cortes;0,19;0,98;0,46;
MG;3165701;Senador Firmino;0,29;0,57;0,55;
MG;3165800;Senador José Bento;0,34;0,81;0,98;
MG;3165909;Senador Modestino Gonçalves;0,68;0,38;0,33;
MG;3166006;Senhora de Oliveira;0,19;0,62;0,33;
MG;3166105;Senhora do Porto;0,18;0,57;0,39;
MG;3166204;Senhora dos Remédios;0,16;0,51;0,34;
MG;3166303;Sericita;0,23;1;0,46;
MG;3166402;Seritinga;0,34;1,19;0,61;
MG;3166501;Serra Azul de Minas;0,25;0,33;0,31;
MG;3166600;Serra da Saudade;0,35;0,58;0,63;
MG;3166709;Serra dos Aimorés;0,32;0,61;0,66;
MG;3166808;Serra do Salitre;0,34;1,14;1,02;
MG;3166907;Serrania;0,39;0,87;0,95;
MG;3166956;Serranópolis de Minas;;;;
MG;3167004;Serranos;0,44;0,86;0,55;
MG;3167103;Serro;0,29;0,63;0,51;
MG;3167202;Sete Lagoas;0,63;1,55;1,12;
MG;3167301;Silveirânia;0,32;0,65;0,56;
MG;3167400;Silvianópolis;0,39;1,1;0,86;
MG;3167509;Simão Pereira;0,39;0,7;0,5;
MG;3167608;Simonésia;0,2;0,78;0,36;
MG;3167707;Sobrália;0,15;0,39;0,41;
MG;3167806;Soledade de Minas;0,43;0,82;0,72;
MG;3167905;Tabuleiro;0,39;0,63;0,52;
MG;3168002;Taiobeiras;0,18;0,74;0,51;
MG;3168051;Taparuba;;;;
MG;3168101;Tapira;0,36;0,88;1,2;
MG;3168200;Tapiraí;0,3;0,56;0,47;
MG;3168309;Taquaraçu de Minas;0,33;0,57;0,75;
MG;3168408;Tarumirim;0,21;0,49;0,4;
MG;3168507;Teixeiras;0,2;0,74;0,6;
MG;3168606;Teófilo Otoni;0,36;0,94;0,85;
MG;3168705;Timóteo;0,52;2,05;1,24;
MG;3168804;Tiradentes;0,36;0,71;0,58;
MG;3168903;Tiros;0,31;0,79;0,78;
MG;3169000;Tocantins;0,26;0,68;0,84;
MG;3169059;Tocos do Moji;;;;
MG;3169109;Toledo;0,27;0,78;0,87;
MG;3169208;Tombos;0,46;0,74;0,82;
MG;3169307;Três Corações;0,59;1,52;1,21;
MG;3169356;Três Marias;0,42;1,08;0,85;
MG;3169406;Três Pontas;0,52;1,37;1,01;
MG;3169505;Tumiritinga;0,21;0,51;0,76;
MG;3169604;Tupaciguara;0,59;1,29;1,18;
MG;3169703;Turmalina;0,14;0,47;0,44;
MG;3169802;Turvolândia;0,22;0,76;0,73;
MG;3169901;Ubá;0,49;1,12;0,97;
MG;3170008;Ubaí;0,28;0,52;0,45;
MG;3170057;Ubaporanga;;;;
MG;3170107;Uberaba;0,75;1,67;1,57;
MG;3170206;Uberlândia;0,82;1,77;1,73;
MG;3170305;Umburatiba;0,18;0,54;0,38;
MG;3170404;Unaí;0,35;0,95;0,83;
MG;3170438;União de Minas;;;;
MG;3170479;Uruana de Minas;;;;
MG;3170503;Urucânia;0,41;0,74;0,55;
MG;3170529;Urucuia;;;;
MG;3170578;Vargem Alegre;;;;
MG;3170602;Vargem Bonita;0,3;0,96;0,73;
MG;3170651;Vargem Grande do Rio Pardo;;;;
MG;3170701;Varginha;0,73;1,69;1,69;
MG;3170750;Varjão de Minas;;;;
MG;3170800;Várzea da Palma;0,36;1,11;0,64;
MG;3170909;Varzelândia;0,13;0,46;0,3;
MG;3171006;Vazante;0,31;1,11;0,91;
MG;3171030;Verdelândia;;;;
MG;3171071;Veredinha;;;;
MG;3171105;Veríssimo;0,35;1,23;1,04;
MG;3171154;Vermelho Novo;;;;
MG;3171204;Vespasiano;0,54;1,24;0,79;
MG;3171303;Viçosa;0,6;1,77;1,27;
MG;3171402;Vieiras;0,27;0,6;0,33;
MG;3171501;Mathias Lobato;0,21;0,58;0,45;
MG;3171600;Virgem da Lapa;0,2;0,45;0,4;
MG;3171709;Virgínia;0,31;0,71;0,49;
MG;3171808;Virginópolis;0,2;0,66;0,49;
MG;3171907;Virgolândia;0,14;0,38;0,58;
MG;3172004;Visconde do Rio Branco;0,39;1;0,83;
MG;3172103;Volta Grande;0,38;1,04;0,74;
MG;3172202;Wenceslau Braz;0,43;0,6;0,55;
MS;5000203;Água Clara;0,44;1,08;0,86;
MS;5000252;Alcinópolis;;;;
MS;5000609;Amambaí;0,4;0,97;1,01;
MS;5000708;Anastácio;0,4;0,78;0,65;
MS;5000807;Anaurilândia;0,36;0,8;0,86;
MS;5000856;Angélica;;0,76;0,65;
MS;5000906;Antônio João;0,31;1,07;0,65;
MS;5001003;Aparecida do Taboado;0,39;1,36;1,03;
MS;5001102;Aquidauana;0,64;1,29;0,97;
MS;5001243;Aral Moreira;;0,61;0,87;
MS;5001508;Bandeirantes;0,36;1,09;1,15;
MS;5001904;Bataguassu;0,34;0,94;0,98;
MS;5002001;Batayporã;0,34;0,55;0,79;
MS;5002100;Bela Vista;0,48;1,34;1,15;
MS;5002159;Bodoquena;;;0,55;
MS;5002209;Bonito;0,39;1,11;0,91;
MS;5002308;Brasilândia;0,29;0,79;0,9;
MS;5002407;Caarapó;0,28;0,87;0,96;
MS;5002605;Camapuã;0,33;1,18;1,21;
MS;5002704;Campo Grande;0,91;2,16;1,83;
MS;5002803;Caracol;0,25;0,63;0,55;
MS;5002902;Cassilândia;0,55;1,36;1,51;
MS;5002951;Chapadão do Sul;;;1,68;
MS;5003108;Corguinho;0,53;0,71;0,64;
MS;5003157;Coronel Sapucaia;;;0,7;
MS;5003207;Corumbá;0,77;1,52;1,05;
MS;5003256;Costa Rica;;;0,89;
MS;5003306;Coxim;0,35;1,08;0,98;
MS;5003454;Deodápolis;;0,6;0,7;
MS;5003488;Dois Irmãos do Buriti;;;0,57;
MS;5003504;Douradina;;;0,99;
MS;5003702;Dourados;0,43;1,57;1,28;
MS;5003751;Eldorado;;1,31;0,8;
MS;5003801;Fátima do Sul;0,31;0,87;1,1;
MS;5003900;Figueirão;;;;
MS;5004007;Glória de Dourados;0,27;0,93;0,78;
MS;5004106;Guia Lopes da Laguna;0,38;1,09;0,69;
MS;5004304;Iguatemi;0,34;1,06;0,98;
MS;5004403;Inocência;0,35;0,98;1,63;
MS;5004502;Itaporã;0,29;1,17;0,87;
MS;5004601;Itaquiraí;;;0,64;
MS;5004700;Ivinhema;0,4;0,63;0,68;
MS;5004809;Japorã;;;;
MS;5004908;Jaraguari;0,38;0,88;0,82;
MS;5005004;Jardim;0,47;1,09;1;
MS;5005103;Jateí;0,21;0,6;0,58;
MS;5005152;Juti;;;0,56;
MS;5005202;Ladário;0,74;1,07;0,72;
MS;5005251;Laguna Carapã;;;;
MS;5005400;Maracaju;0,83;1,65;1,28;
MS;5005608;Miranda;0,38;0,85;0,75;
MS;5005681;Mundo Novo;;0,88;0,85;
MS;5005707;Naviraí;0,36;1;1,04;
MS;5005806;Nioaque;0,54;1,06;0,67;
MS;5006002;Nova Alvorada do Sul;;;;
MS;5006200;Nova Andradina;0,68;1,21;0,99;
MS;5006259;Novo Horizonte do Sul;;;;
MS;5006275;Paraíso das Águas;;;;
MS;5006309;Paranaíba;0,4;1,32;1,28;
MS;5006358;Paranhos;;;0,88;
MS;5006408;Pedro Gomes;0,35;0,7;0,85;
MS;5006606;Ponta Porã;0,46;1,89;1,4;
MS;5006903;Porto Murtinho;0,44;0,88;0,61;
MS;5007109;Ribas do Rio Pardo;0,5;0,84;1,05;
MS;5007208;Rio Brilhante;0,52;1,6;1,31;
MS;5007307;Rio Negro;0,37;0,61;0,67;
MS;5007406;Rio Verde de Mato Grosso;0,34;0,97;0,83;
MS;5007505;Rochedo;0,51;0,93;0,68;
MS;5007554;Santa Rita do Pardo;;;0,77;
MS;5007695;São Gabriel do Oeste;;;1,61;
MS;5007703;Sete Quedas;;;0,82;
MS;5007802;Selvíria;;;0,94;
MS;5007901;Sidrolândia;0,37;1,28;1,03;
MS;5007935;Sonora;;;1,14;
MS;5007950;Tacuru;;;0,67;
MS;5007976;Taquarussu;;;0,75;
MS;5008008;Terenos;0,79;0,97;0,78;
MS;5008305;Três Lagoas;0,67;1,33;1,2;
MS;5008404;Vicentina;;;0,54;
MT;5100102;Acorizal;0,23;0,55;0,51;
MT;5100201;Água Boa;;3,41;0,94;
MT;5100250;Alta Floresta;;1,55;0,81;
MT;5100300;Alto Araguaia;0,55;1,03;1,03;
MT;5100359;Alto Boa Vista;;;;
MT;5100409;Alto Garças;0,37;0,91;0,85;
MT;5100508;Alto Paraguai;0,34;0,81;0,58;
MT;5100607;Alto Taquari;;;0,98;
MT;5100805;Apiacás;;;2,42;
MT;5101001;Araguaiana;;;0,83;
MT;5101209;Araguainha;0,19;0,72;1;
MT;5101258;Araputanga;;0,88;1,06;
MT;5101308;Arenápolis;0,41;0,76;0,77;
MT;5101407;Aripuanã;1,02;1,14;1,06;
MT;5101605;Barão de Melgaço;0,27;0,6;0,42;
MT;5101704;Barra do Bugres;0,28;0,8;0,93;
MT;5101803;Barra do Garças;0,34;1,26;1,22;
MT;5101852;Bom Jesus do Araguaia;;;;
MT;5101902;Brasnorte;;;1,18;
MT;5102504;Cáceres;0,37;0,9;0,75;
MT;5102603;Campinápolis;;;0,67;
MT;5102637;Campo Novo do Parecis;;;1,58;
MT;5102678;Campo Verde;;;1,64;
MT;5102686;Campos de Júlio;;;;
MT;5102694;Canabrava do Norte;;;;
MT;5102702;Canarana;;0,8;1,29;
MT;5102793;Carlinda;;;;
MT;5102850;Castanheira;;;0,81;
MT;5103007;Chapada dos Guimarães;0,36;0,64;0,81;
MT;5103056;Cláudia;;;1,37;
MT;5103106;Cocalinho;;;0,76;
MT;5103205;Colíder;;0,99;0,73;
MT;5103254;Colniza;;;;
MT;5103304;Comodoro;;;0,97;
MT;5103353;Confresa;;;;
MT;5103361;Conquista D'Oeste;;;;
MT;5103379;Cotriguaçu;;;;
MT;5103403;Cuiabá;0,75;1,77;1,79;
MT;5103437;Curvelândia;;;;
MT;5103452;Denise;;;0,64;
MT;5103502;Diamantino;0,47;1,06;1,78;
MT;5103601;Dom Aquino;0,36;0,75;0,75;
MT;5103700;Feliz Natal;;;;
MT;5103809;Figueirópolis D'Oeste;;;0,75;
MT;5103858;Gaúcha do Norte;;;;
MT;5103908;General Carneiro;0,27;0,88;0,45;
MT;5103957;Glória D'Oeste;;;;
MT;5104104;Guarantã do Norte;;;1,03;
MT;5104203;Guiratinga;0,37;1,07;0,94;
MT;5104500;Indiavaí;;;0,94;
MT;5104526;Ipiranga do Norte;;;;
MT;5104542;Itanhangá;;;;
MT;5104559;Itaúba;;;0,94;
MT;5104609;Itiquira;0,38;1,5;0,72;
MT;5104807;Jaciara;0,29;1,07;1,09;
MT;5104906;Jangada;;;0,54;
MT;5105002;Jauru;;0,56;0,49;
MT;5105101;Juara;;;0,84;
MT;5105150;Juína;;;1,2;
MT;5105176;Juruena;;;1,34;
MT;5105200;Juscimeira;;0,71;1,05;
MT;5105234;Lambari D'Oeste;;;;
MT;5105259;Lucas do Rio Verde;;;1,77;
MT;5105309;Luciára;0,42;0,71;0,87;
MT;5105507;Vila Bela da Santíssima Trindade;0,43;0,75;0,79;
MT;5105580;Marcelândia;;;1,23;
MT;5105606;Matupá;;;1,42;
MT;5105622;Mirassol d'Oeste;;0,77;1,2;
MT;5105903;Nobres;0,3;1,43;0,95;
MT;5106000;Nortelândia;0,61;0,8;0,65;
MT;5106109;Nossa Senhora do Livramento;0,33;0,7;0,48;
MT;5106158;Nova Bandeirantes;;;;
MT;5106174;Nova Nazaré;;;;
MT;5106182;Nova Lacerda;;;;
MT;5106190;Nova Santa Helena;;;;
MT;5106208;Nova Brasilândia;;0,61;0,57;
MT;5106216;Nova Canaã do Norte;;;0,78;
MT;5106224;Nova Mutum;;;1,3;
MT;5106232;Nova Olímpia;;;1;
MT;5106240;Nova Ubiratã;;;;
MT;5106257;Nova Xavantina;;0,8;0,91;
MT;5106265;Novo Mundo;;;;
MT;5106273;Novo Horizonte do Norte;;;0,53;
MT;5106281;Novo São Joaquim;;;0,78;
MT;5106299;Paranaíta;;;1,3;
MT;5106307;Paranatinga;;0,64;0,72;
MT;5106315;Novo Santo Antônio;;;;
MT;5106372;Pedra Preta;;0,7;1,01;
MT;5106422;Peixoto de Azevedo;;;1,74;
MT;5106455;Planalto da Serra;;;;
MT;5106505;Poconé;0,39;0,77;0,99;
MT;5106653;Pontal do Araguaia;;;;
MT;5106703;Ponte Branca;0,22;0,58;0,66;
MT;5106752;Pontes e Lacerda;;0,95;1,08;
MT;5106778;Porto Alegre do Norte;;;0,57;
MT;5106802;Porto dos Gaúchos;0,48;1,01;0,71;
MT;5106828;Porto Esperidião;;;0,76;
MT;5106851;Porto Estrela;;;;
MT;5107008;Poxoréo;0,31;0,88;0,76;
MT;5107040;Primavera do Leste;;;1,68;
MT;5107065;Querência;;;;
MT;5107107;São José dos Quatro Marcos;;0,93;0,8;
MT;5107156;Reserva do Cabaçal;;;0,51;
MT;5107180;Ribeirão Cascalheira;;;0,8;
MT;5107198;Ribeirãozinho;;;;
MT;5107206;Rio Branco;;0,53;0,73;
MT;5107248;Santa Carmem;;;;
MT;5107263;Santo Afonso;;;;
MT;5107297;São José do Povo;;;;
